                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    329,                0.71854,                0.31216,                0.91224,                0.99832,                0.99667,                  0.995,                0.83617,                0.67333,                0.26024,                0.84687,               0.006403,               0.006403,               0.006403
                    330,                0.71872,                0.30989,                0.91119,                0.99869,                0.99765,                  0.995,                0.83422,                0.68468,                0.26213,                0.84927,               0.006392,               0.006392,               0.006392
                    331,                0.71085,                 0.3076,                0.91176,                0.99855,                0.99789,                  0.995,                 0.8421,                0.66264,                0.26014,                0.84497,               0.006381,               0.006381,               0.006381
                    332,                0.71452,                0.30895,                0.91123,                  0.999,                0.99725,                  0.995,                0.84556,                0.65862,                0.25733,                0.84244,                0.00637,                0.00637,                0.00637
                    333,                0.72093,                0.31135,                0.90758,                0.99886,                 0.9971,                  0.995,                0.83662,                0.66752,                0.26065,                0.84426,               0.006359,               0.006359,               0.006359
                    334,                0.71778,                0.30976,                0.91052,                0.99873,                0.99734,                  0.995,                0.84028,                0.67269,                0.26016,                0.84527,               0.006348,               0.006348,               0.006348
                    335,                0.70904,                0.30875,                0.90793,                0.99865,                0.99702,                  0.995,                0.84193,                0.66139,                0.25713,                0.84257,               0.006337,               0.006337,               0.006337
                    336,                0.71795,                0.31241,                0.91489,                0.99903,                0.99626,                  0.995,                0.84004,                0.66269,                0.25784,                0.84304,               0.006326,               0.006326,               0.006326
                    337,                0.71956,                 0.3137,                0.90987,                0.99868,                0.99696,                  0.995,                0.83666,                 0.6569,                0.25545,                0.84263,               0.006315,               0.006315,               0.006315
                    338,                0.71925,                0.31189,                0.90787,                0.99837,                 0.9973,                  0.995,                0.83609,                0.66689,                0.25588,                0.84569,               0.006304,               0.006304,               0.006304
                    339,                0.71405,                0.30955,                 0.9124,                0.99894,                0.99718,                  0.995,                0.83778,                 0.6538,                0.25317,                0.84209,               0.006293,               0.006293,               0.006293
                    340,                0.70954,                0.30705,                0.90746,                0.99862,                0.99783,                  0.995,                0.83966,                0.65555,                0.25654,                0.84151,               0.006282,               0.006282,               0.006282
                    341,                0.72024,                0.31111,                0.90636,                0.99894,                0.99766,                  0.995,                0.84303,                0.66129,                0.25544,                 0.8438,               0.006271,               0.006271,               0.006271
                    342,                0.71047,                0.30667,                0.90513,                0.99894,                0.99764,                  0.995,                0.84191,                0.65636,                0.25318,                0.84136,                0.00626,                0.00626,                0.00626
                    343,                0.71235,                 0.3068,                0.91264,                0.99918,                0.99703,                  0.995,                0.84283,                0.65566,                0.25436,                0.84265,               0.006249,               0.006249,               0.006249
                    344,                0.70603,                0.30491,                0.90605,                0.99873,                0.99792,                  0.995,                0.84749,                0.65228,                0.25043,                0.84021,               0.006238,               0.006238,               0.006238
                    345,                0.70962,                0.30525,                0.91156,                0.99855,                 0.9977,                  0.995,                0.84684,                 0.6593,                0.25313,                0.84124,               0.006227,               0.006227,               0.006227
                    346,                0.70689,                0.30576,                0.90803,                 0.9986,                0.99732,                  0.995,                0.84049,                0.67143,                0.25452,                0.84485,               0.006216,               0.006216,               0.006216
                    347,                0.70908,                0.30682,                0.91793,                0.99898,                0.99705,                  0.995,                0.83939,                 0.6618,                0.25335,                0.84333,               0.006205,               0.006205,               0.006205
                    348,                0.70807,                0.30889,                0.90856,                0.99927,                0.99628,                  0.995,                0.83877,                0.66568,                0.25611,                0.84466,               0.006194,               0.006194,               0.006194
                    349,                0.70958,                0.30701,                0.90469,                0.99923,                0.99616,                  0.995,                0.84316,                0.66092,                0.25572,                0.84349,               0.006183,               0.006183,               0.006183
                    350,                0.71029,                 0.3091,                 0.9098,                0.99866,                0.99754,                  0.995,                0.84429,                0.66219,                0.25406,                 0.8436,               0.006172,               0.006172,               0.006172
                    351,                0.70562,                 0.3071,                0.90744,                0.99909,                 0.9971,                  0.995,                0.84611,                0.65694,                0.25367,                0.84145,               0.006161,               0.006161,               0.006161
                    352,                0.71174,                0.30806,                0.90752,                0.99898,                0.99564,                  0.995,                0.84452,                0.65779,                0.25726,                0.84017,                0.00615,                0.00615,                0.00615
                    353,                0.70596,                0.30896,                0.90357,                0.99913,                0.99564,                  0.995,                0.84998,                0.65192,                0.25607,                0.83808,               0.006139,               0.006139,               0.006139
                    354,                0.71545,                0.30988,                0.90871,                0.99903,                0.99552,                  0.995,                0.84572,                0.65962,                0.25731,                0.84076,               0.006128,               0.006128,               0.006128
                    355,                0.71178,                0.30704,                 0.9055,                0.99918,                0.99593,                  0.995,                0.84732,                0.65535,                0.25653,                0.84176,               0.006117,               0.006117,               0.006117
                    356,                0.71167,                0.30973,                0.90906,                0.99839,                0.99812,                  0.995,                0.84641,                0.65212,                0.25623,                 0.8423,               0.006106,               0.006106,               0.006106
                    357,                0.71104,                0.30825,                0.90386,                0.99866,                0.99633,                  0.995,                0.84305,                0.65833,                0.25571,                0.84356,               0.006095,               0.006095,               0.006095
                    358,                0.70514,                0.30639,                0.90896,                0.99864,                0.99686,                  0.995,                0.84529,                0.65204,                0.25221,                0.84119,               0.006084,               0.006084,               0.006084
                    359,                0.70086,                0.30372,                0.90727,                0.99908,                0.99565,                  0.995,                0.84457,                0.65534,                0.25471,                0.84166,               0.006073,               0.006073,               0.006073
                    360,                0.70785,                0.30817,                0.90838,                0.99827,                0.99667,                  0.995,                0.84155,                0.65721,                0.25558,                0.84057,               0.006062,               0.006062,               0.006062
                    361,                0.70366,                0.30377,                0.90775,                 0.9986,                 0.9973,                  0.995,                0.84501,                0.65751,                0.25387,                0.84044,               0.006051,               0.006051,               0.006051
                    362,                0.70953,                 0.3043,                0.90279,                0.99903,                0.99699,                  0.995,                0.84431,                0.66334,                0.25546,                0.84277,                0.00604,                0.00604,                0.00604
                    363,                0.69782,                0.30013,                0.90693,                0.99889,                0.99698,                  0.995,                0.84461,                0.65286,                0.25431,                0.84094,               0.006029,               0.006029,               0.006029
                    364,                0.69462,                0.30464,                0.91474,                0.99871,                0.99493,                  0.995,                 0.8422,                0.65387,                 0.2558,                0.84085,               0.006018,               0.006018,               0.006018
                    365,                0.70226,                0.30394,                0.90378,                0.99855,                0.99507,                  0.995,                0.84016,                0.65532,                0.25615,                0.84062,               0.006007,               0.006007,               0.006007
                    366,                0.69832,                0.30749,                0.90574,                 0.9984,                0.99539,                  0.995,                0.84082,                0.65972,                 0.2567,                0.84121,               0.005996,               0.005996,               0.005996
                    367,                 0.7069,                0.30892,                 0.9057,                0.99888,                0.99725,                  0.995,                0.84049,                0.65941,                0.25297,                0.84196,               0.005985,               0.005985,               0.005985
                    368,                0.70299,                 0.3025,                  0.899,                0.99885,                0.99754,                  0.995,                0.83706,                0.65434,                0.25324,                0.84128,               0.005974,               0.005974,               0.005974
                    369,                0.69952,                0.30249,                0.90636,                0.99908,                0.99638,                  0.995,                0.83915,                0.65299,                0.25212,                 0.8416,               0.005963,               0.005963,               0.005963
                    370,                0.69858,                0.30393,                0.90747,                0.99916,                0.99638,                  0.995,                0.84421,                0.65134,                 0.2541,                0.84198,               0.005952,               0.005952,               0.005952
                    371,                0.69595,                0.30336,                0.90462,                0.99859,                0.99638,                  0.995,                0.84914,                0.65058,                0.25426,                0.84185,               0.005941,               0.005941,               0.005941
                    372,                0.69901,                 0.3047,                0.90297,                0.99831,                0.99731,                  0.995,                0.84495,                0.65143,                0.25346,                0.84186,                0.00593,                0.00593,                0.00593
                    373,                0.70347,                 0.3048,                 0.9009,                0.99861,                0.99739,                  0.995,                0.84432,                0.65597,                0.25371,                0.84174,               0.005919,               0.005919,               0.005919
                    374,                0.69786,                0.30366,                0.89955,                0.99928,                0.99623,                  0.995,                0.84032,                0.66208,                0.25424,                  0.843,               0.005908,               0.005908,               0.005908
                    375,                 0.6987,                0.30429,                0.90437,                0.99913,                0.99645,                  0.995,                0.84118,                0.65748,                0.25241,                0.84164,               0.005897,               0.005897,               0.005897
                    376,                  0.694,                0.30168,                0.90128,                0.99874,                0.99698,                  0.995,                0.84237,                0.65508,                 0.2511,                0.84098,               0.005886,               0.005886,               0.005886
                    377,                0.70854,                0.30594,                0.90182,                0.99849,                0.99696,                  0.995,                0.84506,                0.65209,                0.25113,                0.83912,               0.005875,               0.005875,               0.005875
                    378,                0.69535,                0.30229,                0.90606,                0.99797,                0.99721,                  0.995,                0.84316,                0.65761,                  0.252,                0.84084,               0.005864,               0.005864,               0.005864
                    379,                0.70159,                0.30537,                0.89812,                0.99816,                0.99751,                  0.995,                0.83879,                0.67132,                0.25489,                0.84466,               0.005853,               0.005853,               0.005853
                    380,                0.68583,                0.29816,                0.90437,                0.99859,                0.99652,                  0.995,                0.83908,                0.66187,                0.25603,                 0.8429,               0.005842,               0.005842,               0.005842
                    381,                 0.6967,                0.30421,                0.90207,                0.99815,                0.99507,                  0.995,                0.83724,                0.66143,                0.25659,                0.84205,               0.005831,               0.005831,               0.005831
                    382,                0.70909,                0.30717,                0.89352,                0.99811,                0.99421,                  0.995,                0.84282,                0.65472,                0.25702,                 0.8408,                0.00582,                0.00582,                0.00582
                    383,                0.69428,                0.30638,                0.90414,                 0.9991,                0.99532,                  0.995,                0.84589,                0.65273,                0.25247,                0.84116,               0.005809,               0.005809,               0.005809
                    384,                0.69568,                0.30428,                0.90563,                0.99827,                0.99715,                  0.995,                0.84425,                 0.6539,                0.25347,                 0.8398,               0.005798,               0.005798,               0.005798
                    385,                0.70314,                0.30554,                0.90526,                0.99838,                0.99648,                  0.995,                 0.8441,                0.66595,                0.25555,                0.84184,               0.005787,               0.005787,               0.005787
                    386,                0.70527,                0.30598,                0.90302,                0.99887,                0.99763,                  0.995,                0.84043,                 0.6668,                0.25459,                0.84132,               0.005776,               0.005776,               0.005776
                    387,                0.69553,                 0.3031,                0.90325,                0.99884,                0.99759,                  0.995,                0.83568,                 0.6672,                0.25367,                0.84134,               0.005765,               0.005765,               0.005765
                    388,                0.69413,                 0.3037,                 0.9065,                0.99875,                0.99696,                  0.995,                0.84256,                0.65117,                0.25033,                0.83872,               0.005754,               0.005754,               0.005754
                    389,                0.70258,                0.30311,                0.90723,                0.99934,                0.99623,                  0.995,                0.84426,                0.65156,                0.25036,                0.84097,               0.005743,               0.005743,               0.005743
                    390,                0.70082,                0.30399,                0.90714,                0.99894,                0.99687,                  0.995,                0.84368,                0.65099,                0.25217,                0.84064,               0.005732,               0.005732,               0.005732
                    391,                0.69159,                0.30209,                0.89994,                 0.9987,                0.99797,                  0.995,                0.84286,                0.65304,                0.25346,                0.84056,               0.005721,               0.005721,               0.005721
                    392,                0.69071,                0.30146,                0.90368,                0.99898,                0.99734,                  0.995,                0.84605,                0.65133,                0.25202,                0.83989,                0.00571,                0.00571,                0.00571
                    393,                 0.6963,                 0.3027,                0.89925,                0.99904,                0.99744,                  0.995,                0.84293,                0.65463,                0.25199,                0.83957,               0.005699,               0.005699,               0.005699
                    394,                0.68847,                 0.2987,                0.89803,                0.99903,                0.99705,                  0.995,                0.84016,                0.66007,                0.25267,                0.84141,               0.005688,               0.005688,               0.005688
                    395,                 0.6976,                0.30406,                0.90303,                0.99845,                0.99788,                  0.995,                0.84623,                0.65243,                0.25083,                0.84041,               0.005677,               0.005677,               0.005677
                    396,                0.69347,                0.30126,                0.90655,                0.99869,                0.99731,                  0.995,                0.84617,                0.64821,                 0.2505,                0.84015,               0.005666,               0.005666,               0.005666
                    397,                0.70349,                0.30644,                0.90819,                0.99898,                0.99726,                  0.995,                0.84392,                0.65018,                0.25172,                0.84125,               0.005655,               0.005655,               0.005655
                    398,                0.69208,                0.30135,                0.90328,                0.99918,                0.99712,                  0.995,                0.84614,                0.64724,                0.25071,                0.83926,               0.005644,               0.005644,               0.005644
                    399,                0.68804,                0.29853,                0.90348,                0.99928,                0.99681,                  0.995,                0.84681,                0.64927,                0.25087,                0.84072,               0.005633,               0.005633,               0.005633
                    400,                0.69564,                0.30362,                0.90337,                0.99916,                0.99667,                  0.995,                0.84617,                0.65457,                0.25392,                0.84296,               0.005622,               0.005622,               0.005622
                    401,                0.68856,                0.30392,                0.90117,                0.99902,                0.99614,                  0.995,                0.84697,                0.64898,                0.25474,                0.83965,               0.005611,               0.005611,               0.005611
                    402,                 0.6901,                0.30146,                0.90272,                0.99918,                0.99595,                  0.995,                0.84497,                0.65417,                0.25352,                0.83958,                 0.0056,                 0.0056,                 0.0056
                    403,                0.69217,                0.30051,                 0.9038,                0.99887,                0.99686,                  0.995,                0.84495,                0.65685,                0.25273,                0.84046,               0.005589,               0.005589,               0.005589
                    404,                0.68694,                0.30001,                0.90808,                0.99904,                0.99691,                  0.995,                0.84684,                0.64961,                0.25037,                0.83995,               0.005578,               0.005578,               0.005578
                    405,                0.68881,                0.30205,                0.90543,                0.99884,                0.99683,                  0.995,                0.84952,                0.64612,                0.24797,                0.83853,               0.005567,               0.005567,               0.005567
                    406,                  0.692,                0.30347,                0.90056,                0.99882,                0.99705,                  0.995,                 0.8499,                0.64649,                0.24905,                0.83872,               0.005556,               0.005556,               0.005556
                    407,                0.69128,                0.30201,                 0.9033,                0.99915,                0.99744,                  0.995,                0.84624,                0.64762,                0.25161,                0.83923,               0.005545,               0.005545,               0.005545
                    408,                0.68963,                0.30179,                0.90151,                 0.9992,                0.99734,                  0.995,                0.84282,                0.65578,                0.25252,                0.84104,               0.005534,               0.005534,               0.005534
                    409,                0.68751,                0.29786,                0.90296,                0.99885,                0.99802,                  0.995,                0.84173,                0.65832,                0.25073,                0.84184,               0.005523,               0.005523,               0.005523
                    410,                0.68749,                0.29959,                 0.9029,                0.99836,                0.99817,                  0.995,                0.84351,                0.65145,                0.24953,                0.84081,               0.005512,               0.005512,               0.005512
                    411,                0.68877,                0.30079,                0.90476,                0.99806,                0.99826,                  0.995,                0.84649,                0.65381,                0.25151,                0.84193,               0.005501,               0.005501,               0.005501
                    412,                0.68783,                0.29925,                0.90454,                0.99859,                0.99797,                  0.995,                0.84377,                0.65516,                 0.2512,                0.84208,                0.00549,                0.00549,                0.00549
                    413,                0.69132,                0.30067,                0.90156,                0.99908,                0.99694,                  0.995,                0.84289,                0.65722,                 0.2521,                0.84358,               0.005479,               0.005479,               0.005479
                    414,                0.68868,                0.30236,                0.90234,                0.99883,                0.99701,                  0.995,                0.84807,                0.64857,                0.25114,                0.84081,               0.005468,               0.005468,               0.005468
                    415,                0.69362,                0.30391,                0.89999,                0.99918,                0.99679,                  0.995,                0.84969,                0.64373,                0.24844,                0.83938,               0.005457,               0.005457,               0.005457
                    416,                0.68337,                0.30056,                0.89953,                0.99903,                0.99681,                  0.995,                0.84816,                 0.6462,                0.25014,                0.83962,               0.005446,               0.005446,               0.005446
                    417,                0.68464,                0.29781,                0.90259,                 0.9986,                0.99643,                  0.995,                0.84802,                0.64751,                 0.2516,                0.83917,               0.005435,               0.005435,               0.005435
                    418,                 0.6768,                0.29551,                0.90153,                0.99869,                0.99651,                  0.995,                0.84742,                0.64984,                 0.2507,                0.84004,               0.005424,               0.005424,               0.005424
                    419,                0.67913,                0.29664,                0.90096,                0.99894,                0.99653,                  0.995,                0.84945,                0.64184,                0.24911,                0.83867,               0.005413,               0.005413,               0.005413
                    420,                0.68391,                0.29725,                0.90314,                  0.999,                0.99696,                  0.995,                0.84981,                0.64061,                0.24753,                0.83795,               0.005402,               0.005402,               0.005402
                    421,                0.68823,                0.30034,                 0.8973,                0.99869,                0.99691,                  0.995,                0.84917,                0.64611,                0.24822,                0.83969,               0.005391,               0.005391,               0.005391
                    422,                0.68412,                0.29948,                0.90577,                  0.999,                0.99522,                  0.995,                0.84688,                0.64936,                 0.2491,                0.84062,                0.00538,                0.00538,                0.00538
                    423,                0.67693,                0.29578,                0.89378,                0.99889,                0.99534,                  0.995,                0.84484,                 0.6516,                0.25073,                0.84094,               0.005369,               0.005369,               0.005369
                    424,                0.68133,                0.29748,                0.89763,                0.99869,                0.99603,                  0.995,                0.84548,                0.65011,                0.25146,                0.84062,               0.005358,               0.005358,               0.005358
                    425,                0.69267,                0.30178,                0.90137,                0.99876,                0.99657,                  0.995,                0.84791,                0.64916,                0.24911,                0.84001,               0.005347,               0.005347,               0.005347
                    426,                0.67921,                0.29758,                0.90049,                0.99865,                0.99767,                  0.995,                0.84692,                0.65124,                 0.2473,                 0.8408,               0.005336,               0.005336,               0.005336
                    427,                 0.6924,                0.30307,                0.90172,                0.99913,                  0.997,                  0.995,                0.84822,                0.65045,                0.24945,                   0.84,               0.005325,               0.005325,               0.005325
                    428,                0.68606,                0.29843,                0.89726,                0.99914,                0.99648,                  0.995,                0.84691,                0.65196,                0.25138,                0.83999,               0.005314,               0.005314,               0.005314
                    429,                0.68129,                0.29839,                0.90158,                 0.9992,                0.99676,                  0.995,                0.84815,                 0.6484,                0.25083,                0.83983,               0.005303,               0.005303,               0.005303
                    430,                0.67784,                0.29729,                0.90164,                0.99913,                0.99711,                  0.995,                0.84969,                0.64466,                 0.2487,                 0.8394,               0.005292,               0.005292,               0.005292
                    431,                0.68491,                0.30092,                0.90137,                0.99841,                0.99793,                  0.995,                0.85052,                0.64649,                0.24785,                0.83952,               0.005281,               0.005281,               0.005281
                    432,                 0.6834,                  0.297,                0.90147,                 0.9989,                0.99754,                  0.995,                 0.8518,                0.64567,                0.24739,                0.83941,                0.00527,                0.00527,                0.00527
                    433,                0.67637,                0.29537,                0.89641,                0.99867,                0.99768,                  0.995,                0.85159,                0.64411,                0.24738,                 0.8395,               0.005259,               0.005259,               0.005259
                    434,                0.68129,                0.29781,                0.90026,                0.99908,                0.99743,                  0.995,                0.84955,                0.64595,                0.24802,                0.83974,               0.005248,               0.005248,               0.005248
                    435,                0.67723,                0.29666,                0.90434,                0.99947,                0.99697,                  0.995,                 0.8489,                0.64696,                0.24881,                0.83954,               0.005237,               0.005237,               0.005237
                    436,                0.67991,                0.29785,                0.89861,                0.99923,                0.99691,                  0.995,                0.84994,                0.64898,                0.24899,                0.83949,               0.005226,               0.005226,               0.005226
                    437,                0.68636,                0.29935,                0.89918,                0.99918,                0.99719,                  0.995,                0.84791,                0.65415,                0.24965,                0.84061,               0.005215,               0.005215,               0.005215
                    438,                0.67679,                0.29726,                0.90029,                0.99898,                0.99743,                  0.995,                0.85019,                0.64806,                 0.2478,                0.84009,               0.005204,               0.005204,               0.005204
                    439,                0.67972,                0.29718,                0.90258,                0.99923,                0.99719,                  0.995,                0.85094,                0.64727,                0.24649,                0.84077,               0.005193,               0.005193,               0.005193
                    440,                0.68206,                0.29735,                0.89478,                0.99865,                 0.9975,                  0.995,                0.85031,                0.64889,                0.24732,                0.84112,               0.005182,               0.005182,               0.005182
                    441,                 0.6802,                0.29437,                0.89535,                0.99927,                0.99717,                  0.995,                0.85005,                0.64816,                0.24731,                0.84048,               0.005171,               0.005171,               0.005171
                    442,                0.67341,                0.29464,                0.89201,                0.99914,                0.99725,                  0.995,                0.85076,                0.64144,                0.24458,                0.83872,                0.00516,                0.00516,                0.00516
                    443,                0.66921,                0.29402,                0.89667,                0.99869,                0.99762,                  0.995,                0.84734,                0.64353,                0.24473,                0.83949,               0.005149,               0.005149,               0.005149
                    444,                0.67211,                0.29407,                0.89851,                0.99889,                0.99753,                  0.995,                0.84573,                 0.6454,                0.24598,                 0.8399,               0.005138,               0.005138,               0.005138
                    445,                0.67626,                0.29607,                0.89677,                0.99845,                0.99772,                  0.995,                 0.8454,                0.64443,                0.24716,                0.83928,               0.005127,               0.005127,               0.005127
                    446,                 0.6719,                0.29372,                0.90018,                0.99898,                0.99689,                  0.995,                0.84621,                0.64714,                0.24758,                0.84026,               0.005116,               0.005116,               0.005116
                    447,                0.67852,                0.29845,                0.89828,                0.99908,                0.99756,                  0.995,                0.84607,                0.64938,                0.24778,                0.84198,               0.005105,               0.005105,               0.005105
                    448,                0.68092,                 0.2978,                0.89548,                0.99879,                0.99752,                  0.995,                0.84494,                  0.651,                0.24953,                0.84299,               0.005094,               0.005094,               0.005094
                    449,                0.67952,                0.29801,                0.90119,                0.99872,                0.99744,                  0.995,                0.84515,                 0.6514,                0.24852,                0.84339,               0.005083,               0.005083,               0.005083
                    450,                0.67244,                0.29233,                0.90492,                 0.9987,                0.99783,                  0.995,                0.84643,                0.65515,                0.24914,                0.84455,               0.005072,               0.005072,               0.005072
                    451,                0.68047,                0.29802,                0.89835,                 0.9987,                0.99778,                  0.995,                0.84258,                0.66016,                0.25109,                0.84582,               0.005061,               0.005061,               0.005061
                    452,                0.66819,                0.29357,                0.89749,                0.99869,                0.99761,                  0.995,                0.84391,                 0.6495,                0.24882,                0.84255,                0.00505,                0.00505,                0.00505
                    453,                0.68115,                0.29533,                0.89655,                0.99865,                0.99766,                  0.995,                 0.8447,                0.64659,                 0.2486,                0.84105,               0.005039,               0.005039,               0.005039
                    454,                 0.6665,                0.29304,                0.89994,                0.99872,                0.99734,                  0.995,                0.84372,                0.64522,                0.24827,                0.84003,               0.005028,               0.005028,               0.005028
                    455,                0.66521,                0.29158,                0.89633,                0.99889,                0.99715,                  0.995,                0.84003,                0.64451,                0.24784,                0.83932,               0.005017,               0.005017,               0.005017
                    456,                0.67234,                0.29316,                0.89832,                0.99918,                0.99722,                  0.995,                0.84144,                0.64705,                0.24618,                0.83961,               0.005006,               0.005006,               0.005006
                    457,                0.66826,                0.29124,                0.89861,                0.99946,                0.99696,                  0.995,                0.84247,                0.65101,                0.24677,                 0.8403,               0.004995,               0.004995,               0.004995
                    458,                0.67255,                0.29358,                0.89873,                 0.9987,                0.99786,                  0.995,                0.84378,                0.65321,                0.24746,                0.84021,               0.004984,               0.004984,               0.004984
                    459,                 0.6696,                0.29294,                0.90239,                0.99903,                0.99756,                  0.995,                0.84515,                0.64797,                0.24816,                0.83928,               0.004973,               0.004973,               0.004973
                    460,                0.66849,                0.29351,                0.89706,                0.99918,                0.99721,                  0.995,                0.84394,                0.64881,                0.24839,                0.83967,               0.004962,               0.004962,               0.004962
                    461,                0.66578,                0.29108,                0.89614,                0.99927,                0.99739,                  0.995,                0.84526,                0.64323,                0.24716,                0.83851,               0.004951,               0.004951,               0.004951
                    462,                0.67587,                0.29701,                0.89637,                0.99851,                0.99807,                  0.995,                0.84742,                0.64079,                0.24647,                0.83779,                0.00494,                0.00494,                0.00494
                    463,                0.66829,                0.29276,                0.89553,                0.99937,                0.99686,                  0.995,                0.84576,                 0.6463,                0.24862,                0.83918,               0.004929,               0.004929,               0.004929
                    464,                0.67594,                0.29641,                0.89386,                0.99915,                0.99696,                  0.995,                0.84667,                0.64773,                0.24797,                0.83953,               0.004918,               0.004918,               0.004918
                    465,                0.67716,                0.29679,                0.90015,                0.99915,                0.99676,                  0.995,                 0.8489,                0.64382,                0.24712,                0.83844,               0.004907,               0.004907,               0.004907
                    466,                0.67809,                0.29588,                0.89414,                0.99927,                0.99617,                  0.995,                0.84777,                0.64611,                0.24735,                0.83913,               0.004896,               0.004896,               0.004896
                    467,                0.66585,                0.29343,                0.89442,                0.99889,                0.99676,                  0.995,                0.84841,                0.64336,                 0.2464,                0.83923,               0.004885,               0.004885,               0.004885
                    468,                0.66515,                0.29002,                0.89492,                0.99868,                0.99662,                  0.995,                0.84742,                0.64564,                0.24789,                0.83955,               0.004874,               0.004874,               0.004874
                    469,                0.66553,                0.29283,                0.89253,                0.99879,                0.99645,                  0.995,                 0.8451,                0.64514,                0.24714,                0.83896,               0.004863,               0.004863,               0.004863
                    470,                0.67138,                0.29323,                0.89701,                0.99918,                0.99638,                  0.995,                0.84698,                0.64531,                0.24665,                0.83924,               0.004852,               0.004852,               0.004852
                    471,                0.68074,                0.29877,                0.89699,                0.99886,                 0.9971,                  0.995,                0.84663,                0.64425,                0.24541,                0.83927,               0.004841,               0.004841,               0.004841
                    472,                0.67197,                0.29235,                0.89366,                0.99889,                0.99691,                  0.995,                0.84696,                0.64178,                0.24602,                0.83956,                0.00483,                0.00483,                0.00483
                    473,                0.67749,                0.29402,                0.89667,                0.99923,                0.99624,                  0.995,                 0.8473,                0.64147,                0.24712,                0.83891,               0.004819,               0.004819,               0.004819
                    474,                0.66473,                 0.2913,                0.89592,                0.99923,                0.99674,                  0.995,                 0.8464,                0.64345,                0.24616,                0.83968,               0.004808,               0.004808,               0.004808
                    475,                0.66508,                0.28994,                0.89847,                0.99904,                0.99691,                  0.995,                0.84582,                0.64936,                0.24676,                0.84095,               0.004797,               0.004797,               0.004797
                    476,                0.67027,                0.29202,                0.89358,                0.99908,                0.99706,                  0.995,                0.84546,                0.64956,                0.24472,                0.84132,               0.004786,               0.004786,               0.004786
                    477,                0.66515,                0.29093,                0.89831,                0.99908,                0.99686,                  0.995,                 0.8447,                0.65102,                0.24544,                0.84172,               0.004775,               0.004775,               0.004775
                    478,                0.66491,                0.29283,                0.89387,                0.99892,                0.99667,                  0.995,                0.84292,                0.64911,                0.24543,                0.84118,               0.004764,               0.004764,               0.004764
                    479,                0.67598,                0.29461,                0.89473,                0.99908,                0.99674,                  0.995,                0.84464,                 0.6453,                0.24529,                0.84023,               0.004753,               0.004753,               0.004753
                    480,                0.66015,                0.29033,                0.88943,                0.99903,                0.99706,                  0.995,                0.84684,                0.64323,                0.24298,                0.83904,               0.004742,               0.004742,               0.004742
                    481,                0.66527,                0.29068,                 0.8928,                 0.9991,                 0.9971,                  0.995,                0.84482,                0.64258,                0.24259,                0.83825,               0.004731,               0.004731,               0.004731
                    482,                0.66799,                0.29303,                0.89145,                0.99927,                0.99714,                  0.995,                0.84453,                0.64213,                0.24283,                0.83822,                0.00472,                0.00472,                0.00472
                    483,                0.66299,                0.28907,                0.89496,                0.99924,                0.99705,                  0.995,                 0.8458,                0.64524,                 0.2439,                0.83969,               0.004709,               0.004709,               0.004709
                    484,                0.66697,                0.29089,                0.89247,                0.99894,                0.99707,                  0.995,                0.84687,                 0.6461,                0.24408,                0.84047,               0.004698,               0.004698,               0.004698
                    485,                0.66937,                 0.2938,                0.89444,                0.99942,                0.99669,                  0.995,                0.84802,                0.64677,                0.24475,                0.84055,               0.004687,               0.004687,               0.004687
                    486,                0.66105,                0.28978,                0.89142,                0.99925,                0.99672,                  0.995,                0.84941,                0.64547,                0.24502,                0.83997,               0.004676,               0.004676,               0.004676
                    487,                0.65901,                0.29032,                0.89159,                0.99903,                0.99687,                  0.995,                 0.8498,                0.64373,                0.24516,                0.83944,               0.004665,               0.004665,               0.004665
                    488,                0.65999,                0.29068,                0.89206,                0.99915,                0.99705,                  0.995,                0.84807,                0.64581,                0.24662,                0.83937,               0.004654,               0.004654,               0.004654
                    489,                0.66773,                0.29171,                0.88744,                0.99922,                0.99763,                  0.995,                0.84809,                0.64669,                0.24602,                0.84014,               0.004643,               0.004643,               0.004643
                    490,                0.66562,                0.29114,                0.89147,                0.99913,                0.99751,                  0.995,                0.84752,                0.64783,                0.24588,                 0.8408,               0.004632,               0.004632,               0.004632
                    491,                0.66196,                0.29086,                0.88945,                0.99886,                0.99739,                  0.995,                0.84553,                0.65099,                0.24671,                0.84153,               0.004621,               0.004621,               0.004621
                    492,                0.66539,                0.29121,                 0.8913,                 0.9986,                0.99693,                  0.995,                0.84563,                0.64803,                0.24672,                0.84049,                0.00461,                0.00461,                0.00461
                    493,                0.66134,                0.29072,                0.88948,                 0.9991,                 0.9958,                  0.995,                0.84447,                0.64734,                0.24761,                0.83949,               0.004599,               0.004599,               0.004599
                    494,                0.65747,                0.29019,                0.89142,                0.99864,                0.99624,                  0.995,                0.84224,                0.64752,                0.24728,                0.83998,               0.004588,               0.004588,               0.004588
                    495,                0.65787,                0.28914,                0.89231,                0.99917,                0.99648,                  0.995,                0.84149,                0.65006,                0.24655,                0.84064,               0.004577,               0.004577,               0.004577
